Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
5002990,5004940,tta dadu agita=nga,447,tta dadu agitanga
5010455,5012485,tta dadu agi buta=nga,448,tta dadu agi butanga
5163910,5164820,kunu ma,456,kunu ma
5173275,5174945,kunu ma kunu ma,457,kunu ma kunu ma
5176850,5178040,kunu ma,458,kunu ma
5180145,5182885,kunu ma kunu ma,459,kunu ma kunu ma
5183985,5185755,ha=nga uti=du kirun=sa,460,hanga utidu kirunsa
5188265,5190145,ha=nga uti=du kiru,461,hanga utidu kiru
5191825,5192935,kunu ma,462,kunu ma
5194010,5195720,ha=nga uti=du kiru,463,hanga utidu kiru
5214919,5218809,kunu ma ha=nga (u-) uti=du kiru,466,kunu ma hanga u utidu kiru
5225109,5229359,<ano toki=wa> utirun kunu ma ha=nga utirun,467,qano qtokiwa utirun kunu ma hanga utirun
5242653,5246385,nai ha=nga uti=du buru,468,nai hanga utidu buru
5249093,5251856,nai ha=nga uti=du buru,470,nai hanga utidu buru
5270594,5275867,nai ha=nga uti=du ki aranu=ka uti=ndagi=du aru<=to=ka=jo>,471,nai hanga utidu ki aranuka utindagidu aruqtokajo
5276829,5281318,uti=ndagi=du aru<=to=ka> uti=du kjaranu=kaja<=to=ka>,472,utindagidu aruqtoka utidu kjaranukajaqtoka
5299552,5302275,nai ha=nga utirun,473,nai hanga utirun
5303317,5305960,utirun nai ha=nga,474,utirun nai hanga
5308649,5312749,uti=du ki=ndagi aru<=nara ii=kedo> utirun <ima>,475,utidu kindagi aruqnara qiikedo utirun qima
5313484,5315543,uti=du ki=ndagi aru,476,utidu kindagi aru
5315774,5318444,nai ha=nga uti=du ki=ndagi aru,477,nai hanga utidu kindagi aru
5321797,5323975,uti=du ki=ndagi aru<=to=ga iu>,478,utidu kindagi aruqtoga qiu
5344586,5349459,nai ha=nga ttara=nki uti=du buru,479,nai hanga ttaranki utidu buru
5353549,5356577,ttara=nki (oidenakutemo?) uti=du buru,481,ttaranki oidenakutemo utidu buru
5417388,5418514,nai ha=nga,486,nai hanga
5432360,5435455,nai ha=nga ttara=nki utitan=do,487,nai hanga ttaranki utitando
5449073,5456166,nai ha=nga ttara=nki utjan=do utun=do<=to=ka=jo> utun=do utjan=do,488,nai hanga ttaranki utjando utundoqtokajo utundo utjando
5489312,5491809,ha=nga ttara=nki utun=do,491,hanga ttaranki utundo
5561389,5562783,ma utun=do,498,ma utundo
5568049,5577545,utitan=do utun=do ma ma utun=do<=ga ii=ne> utitan=do<=wa amari>,499,utitando utundo ma ma utundoqga qiine utitandoqwa qamari
5689231,5695367,nda=ja nnanuta=nga nda=ja nnanuta=nga <hapa>=ja uti=du buru=do<=to iu>,509,ndaja nnanutanga ndaja nnanutanga qhapaja utidu burudoqto qiu
5717820,5719454,nda=nga nnanuta=nga,510,ndanga nnanutanga
5860638,5866137,husi utugita=nga kadi=nga susa=biti ttara=nki uturu,517,husi utugitanga kadinga susabiti ttaranki uturu
5873839,5880087,nari husi (tu?) utugi=ta=nga kadi=nga susa=bi=ti ttara=nki uturu,519,nari husi tu utugitanga kadinga susabiti ttaranki uturu
5884414,5886522,kadi kadi<=to iu=sa>,520,kadi kadiqto qiusa
5887234,5891105,susa=bi=ti (=ti) ttara=nki uturu,521,susabiti ti ttaranki uturu
5902489,5905544,nari husi utugita=nga,524,nari husi utugitanga
5910545,5912980,kadi=nga susa=bi=ti,525,kadinga susabiti
5914532,5917633,kadi=nga susa=bi=ti ttara=nki uturu,526,kadinga susabiti ttaranki uturu
5934521,5936750,(ttta) ttara=nki<=to iu toki=ni=wa>,528,ttta ttarankiqto qiu qtokiniwa
5941450,5943603,tta ttara=nki uti=du buru<=to=ka>,530,tta ttaranki utidu buruqtoka
5945053,5945707,tta,531,tta
5947618,5951208,husi utugi-ta=nga tta ttara=nki uti=du buru,532,husi utugitanga tta ttaranki utidu buru
5972027,5973564,tta tta ttara=nki (u-),534,tta tta ttaranki u
5987842,5993472,utitan=do tta ttara=nki utitan=do,536,utitando tta ttaranki utitando
5994523,5998982,ttara=nki tta uti=du buru=do uti=du buru=do<=to=ga iu hazu=jo>,537,ttaranki tta utidu burudo utidu burudoqtoga qiu qhazujo
