t1,t2,label,fname,prev_word,prev_word_start,prev_word_end,next_word,next_word_start,next_word_end,sentence
2.35,3.34,barasadu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/69.TextGrid,tinki,1.89,2.35,,3.34,3.43,suuja tinki barasadu aruqto qiujo
3.34,3.43,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/69.TextGrid,barasadu,2.35,3.34,aruqto,3.43,3.65,suuja tinki barasadu aruqto qiujo
3.43,3.65,aruqto,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/69.TextGrid,,3.34,3.43,qiujo,3.65,3.95,suuja tinki barasadu aruqto qiujo
3.65,3.95,qiujo,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/69.TextGrid,aruqto,3.43,3.65,,3.95,4.229,suuja tinki barasadu aruqto qiujo
3.95,4.229,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/69.TextGrid,qiujo,3.65,3.95,sentence_end,sentence_end,sentence_end,suuja tinki barasadu aruqto qiujo
0.0,0.13,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/134.TextGrid,sentence_start,sentence_start,sentence_start,ttui,0.13,0.58,ttui
0.13,0.58,ttui,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/134.TextGrid,,0.0,0.13,,0.58,0.746,ttui
0.58,0.746,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/134.TextGrid,ttui,0.13,0.58,sentence_end,sentence_end,sentence_end,ttui
0.0,0.25,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,sentence_start,sentence_start,sentence_start,ttugara,0.25,0.8,ttugara ttagara migara dugara
0.25,0.8,ttugara,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,,0.0,0.25,,0.8,0.96,ttugara ttagara migara dugara
0.8,0.96,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,ttugara,0.25,0.8,ttagara,0.96,1.45,ttugara ttagara migara dugara
0.96,1.45,ttagara,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,,0.8,0.96,,1.45,1.48,ttugara ttagara migara dugara
1.45,1.48,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,ttagara,0.96,1.45,migara,1.48,2.06,ttugara ttagara migara dugara
1.48,2.06,migara,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,,1.45,1.48,,2.06,2.47,ttugara ttagara migara dugara
2.06,2.47,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,migara,1.48,2.06,dugara,2.47,3.21,ttugara ttagara migara dugara
2.47,3.21,dugara,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,,2.06,2.47,,3.21,3.54,ttugara ttagara migara dugara
3.21,3.54,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/143.TextGrid,dugara,2.47,3.21,sentence_end,sentence_end,sentence_end,ttugara ttagara migara dugara
0.0,0.03,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/7.TextGrid,sentence_start,sentence_start,sentence_start,qsuekondiru,0.03,0.88,qsuekondiru ndudo
0.03,0.88,qsuekondiru,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/7.TextGrid,,0.0,0.03,ndudo,0.88,1.48,qsuekondiru ndudo
0.88,1.48,ndudo,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/7.TextGrid,qsuekondiru,0.03,0.88,,1.48,1.64,qsuekondiru ndudo
1.48,1.64,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/7.TextGrid,ndudo,0.88,1.48,sentence_end,sentence_end,sentence_end,qsuekondiru ndudo
0.0,0.09,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,sentence_start,sentence_start,sentence_start,maisaru,0.09,1.02,maisaru isudu ansuja
0.09,1.02,maisaru,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,,0.0,0.09,,1.02,1.7,maisaru isudu ansuja
1.02,1.7,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,maisaru,0.09,1.02,isudu,1.7,2.06,maisaru isudu ansuja
1.7,2.06,isudu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,,1.02,1.7,ansuja,2.06,2.65,maisaru isudu ansuja
2.06,2.65,ansuja,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,isudu,1.7,2.06,,2.65,2.814,maisaru isudu ansuja
2.65,2.814,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/198.TextGrid,ansuja,2.06,2.65,sentence_end,sentence_end,sentence_end,maisaru isudu ansuja
0.0,0.67,tidan,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/56.TextGrid,sentence_start,sentence_start,sentence_start,,0.67,0.72,tidan ti duburu
0.67,0.72,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/56.TextGrid,tidan,0.0,0.67,ti,0.72,0.94,tidan ti duburu
0.72,0.94,ti,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/56.TextGrid,,0.67,0.72,duburu,0.94,1.48,tidan ti duburu
0.94,1.48,duburu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/56.TextGrid,ti,0.72,0.94,,1.48,1.5,tidan ti duburu
1.48,1.5,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/56.TextGrid,duburu,0.94,1.48,sentence_end,sentence_end,sentence_end,tidan ti duburu
0.0,0.12,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/63.TextGrid,sentence_start,sentence_start,sentence_start,ttumuti,0.12,0.71,ttumuti
0.12,0.71,ttumuti,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/63.TextGrid,,0.0,0.12,,0.71,0.906,ttumuti
0.71,0.906,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/63.TextGrid,ttumuti,0.12,0.71,sentence_end,sentence_end,sentence_end,ttumuti
0.0,0.14,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,sentence_start,sentence_start,sentence_start,nnuja,0.14,1.05,nnuja kumui buranutan
0.14,1.05,nnuja,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,,0.0,0.14,,1.05,2.53,nnuja kumui buranutan
1.05,2.53,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,nnuja,0.14,1.05,kumui,2.53,3.15,nnuja kumui buranutan
2.53,3.15,kumui,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,,1.05,2.53,,3.15,3.77,nnuja kumui buranutan
3.15,3.77,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,kumui,2.53,3.15,buranutan,3.77,4.57,nnuja kumui buranutan
3.77,4.57,buranutan,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,,3.15,3.77,,4.57,4.973,nnuja kumui buranutan
4.57,4.973,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/100.TextGrid,buranutan,3.77,4.57,sentence_end,sentence_end,sentence_end,nnuja kumui buranutan
0.0,0.14,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/193.TextGrid,sentence_start,sentence_start,sentence_start,tagansuja,0.14,1.11,tagansuja
0.14,1.11,tagansuja,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/193.TextGrid,,0.0,0.14,,1.11,1.32,tagansuja
1.11,1.32,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/193.TextGrid,tagansuja,0.14,1.11,sentence_end,sentence_end,sentence_end,tagansuja
0.0,0.09,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,sentence_start,sentence_start,sentence_start,guburi,0.09,0.91,guburi turasi warijo
0.09,0.91,guburi,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,,0.0,0.09,,0.91,1.18,guburi turasi warijo
0.91,1.18,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,guburi,0.09,0.91,turasi,1.18,1.65,guburi turasi warijo
1.18,1.65,turasi,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,,0.91,1.18,warijo,1.65,2.16,guburi turasi warijo
1.65,2.16,warijo,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,turasi,1.18,1.65,,2.16,2.52,guburi turasi warijo
2.16,2.52,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/15.TextGrid,warijo,1.65,2.16,sentence_end,sentence_end,sentence_end,guburi turasi warijo
0.0,0.88,ndanuha,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/148.TextGrid,sentence_start,sentence_start,sentence_start,,0.88,0.902,ndanuha
0.88,0.902,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/148.TextGrid,ndanuha,0.0,0.88,sentence_end,sentence_end,sentence_end,ndanuha
0.0,0.27,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,sentence_start,sentence_start,sentence_start,nda,0.27,0.62,nda qnamaija nundiba ndu kajajee
0.27,0.62,nda,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,,0.0,0.27,qnamaija,0.62,1.32,nda qnamaija nundiba ndu kajajee
0.62,1.32,qnamaija,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,nda,0.27,0.62,nundiba,1.32,1.84,nda qnamaija nundiba ndu kajajee
1.32,1.84,nundiba,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,qnamaija,0.62,1.32,ndu,1.84,2.04,nda qnamaija nundiba ndu kajajee
1.84,2.04,ndu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,nundiba,1.32,1.84,kajajee,2.04,2.7,nda qnamaija nundiba ndu kajajee
2.04,2.7,kajajee,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,ndu,1.84,2.04,,2.7,2.914,nda qnamaija nundiba ndu kajajee
2.7,2.914,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/14.TextGrid,kajajee,2.04,2.7,sentence_end,sentence_end,sentence_end,nda qnamaija nundiba ndu kajajee
0.0,0.09,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/149.TextGrid,sentence_start,sentence_start,sentence_start,cimabanana,0.09,1.15,cimabanana
0.09,1.15,cimabanana,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/149.TextGrid,,0.0,0.09,,1.15,1.353,cimabanana
1.15,1.353,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/149.TextGrid,cimabanana,0.09,1.15,sentence_end,sentence_end,sentence_end,cimabanana
0.0,0.12,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/87.TextGrid,sentence_start,sentence_start,sentence_start,kadinga,0.12,0.61,kadinga susangaje
0.12,0.61,kadinga,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/87.TextGrid,,0.0,0.12,susangaje,0.61,1.45,kadinga susangaje
0.61,1.45,susangaje,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/87.TextGrid,kadinga,0.12,0.61,,1.45,1.54,kadinga susangaje
1.45,1.54,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/87.TextGrid,susangaje,0.61,1.45,sentence_end,sentence_end,sentence_end,kadinga susangaje
0.0,0.08,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,sentence_start,sentence_start,sentence_start,nnuja,0.08,0.99,nnuja haridu butaruje
0.08,0.99,nnuja,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,,0.0,0.08,,0.99,1.9,nnuja haridu butaruje
0.99,1.9,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,nnuja,0.08,0.99,haridu,1.9,2.3,nnuja haridu butaruje
1.9,2.3,haridu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,,0.99,1.9,butaruje,2.3,3.27,nnuja haridu butaruje
2.3,3.27,butaruje,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,haridu,1.9,2.3,,3.27,3.434,nnuja haridu butaruje
3.27,3.434,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/86.TextGrid,butaruje,2.3,3.27,sentence_end,sentence_end,sentence_end,nnuja haridu butaruje
0.0,0.14,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/36.TextGrid,sentence_start,sentence_start,sentence_start,unu,0.14,0.56,unu ttuntaja nundiba ndi bunga
0.14,0.56,unu,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/36.TextGrid,,0.0,0.14,,0.56,0.6,unu ttuntaja nundiba ndi bunga
0.56,0.6,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/36.TextGrid,unu,0.14,0.56,ttuntaja,0.6,1.46,unu ttuntaja nundiba ndi bunga
0.6,1.46,ttuntaja,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/36.TextGrid,,0.56,0.6,,1.46,1.83,unu ttuntaja nundiba ndi bunga
1.46,1.83,,YO0001_yoneshiro_greetings_weather_number_directions_adjectives_20130130/aligned/36.TextGrid,ttuntaja,0.6,1.46,nundiba,1.83,2.45,unu ttuntaja nundiba ndi bunga
